time        close
2005-10-10   907.3200
2005-10-11   919.7200
2005-10-12   923.4900
2005-10-13   916.5000
2005-10-14   904.8300
2005-10-17   897.6200
2005-10-18   902.3700
2005-10-19   898.7400
2005-10-20   899.9100
2005-10-21   904.4100
2005-10-24   906.6500
2005-10-25   894.2700
2005-10-26   875.8200
2005-10-27   875.8500
2005-10-28   867.7300
2005-10-31   876.2800
2005-11-01   872.8700
2005-11-02   882.4800
2005-11-03   874.5800
2005-11-04   878.3600
2005-11-07   877.2800
2005-11-08   881.5200
2005-11-09   879.2500
2005-11-10   862.9700
2005-11-11   864.7900
2005-11-14   862.1500
2005-11-15   856.6300
2005-11-16   863.1200
2005-11-17   862.6600
2005-11-18   882.2400
2005-11-21   883.8700
2005-11-22   869.6200
2005-11-23   876.2300
2005-11-24   881.4900
2005-11-25   884.1100
2005-11-28   880.1700
2005-11-29   871.3100
2005-11-30   873.8300
2005-12-01   873.0700
2005-12-02   869.9400
2005-12-05   859.6100
2005-12-06   866.0800
2005-12-07   873.8400
2005-12-08   874.0600
2005-12-09   887.3600
2005-12-12   888.5200
2005-12-13   889.1000
2005-12-14   898.1500
2005-12-15   896.4300
2005-12-16   902.5600
2005-12-19   902.9100
2005-12-20   907.3200
2005-12-21   903.1400
2005-12-22   908.7500
2005-12-23   915.8900
2005-12-26   922.3800
2005-12-27   919.3600
2005-12-28   920.9200
2005-12-29   932.0300
2005-12-30   923.4500
2006-01-04   941.4300
2006-01-05   959.1300
2006-01-06   970.0300
2006-01-09   975.2500
2006-01-10   978.1500
2006-01-11   973.4800
2006-01-12   983.7200
2006-01-13   978.8100
2006-01-16   961.4400
2006-01-17   964.2900
2006-01-18   983.6200
2006-01-19   991.2200
2006-01-20   993.3400
2006-01-23   996.1600
2006-01-24   999.0900
2006-01-25  1009.6000
2006-02-06  1033.2300
2006-02-07  1029.9400
2006-02-08  1033.0700
2006-02-09  1019.6000
2006-02-10  1032.3400
2006-02-13  1031.6100
2006-02-14  1038.5300
2006-02-15  1041.6600
2006-02-16  1020.1200
2006-02-17  1020.3700
2006-02-20  1021.6400
2006-02-21  1038.8200
2006-02-22  1037.8800
2006-02-23  1041.3700
2006-02-24  1049.4400
2006-02-27  1047.8500
2006-02-28  1053.0100
2006-03-01  1056.6200
2006-03-02  1038.6700
2006-03-03  1041.6800
2006-03-06  1038.8700
2006-03-07  1014.9700
2006-03-08  1009.2700
2006-03-09  1004.3400
2006-03-10  1008.9000
2006-03-13  1019.8600
2006-03-14  1018.2700
2006-03-15  1028.9600
2006-03-16  1027.6200
2006-03-17  1024.0200
2006-03-20  1037.6600
2006-03-21  1040.7600
2006-03-22  1047.6700
2006-03-23  1048.5400
2006-03-24  1042.6000
2006-03-27  1050.7100
2006-03-28  1055.9800
2006-03-29  1065.2900
2006-03-30  1055.6300
2006-03-31  1061.0900
2006-04-03  1079.3200
2006-04-04  1089.3700
2006-04-05  1099.9700
2006-04-06  1103.2400
2006-04-07  1103.1500
2006-04-10  1117.9100
2006-04-11  1123.3100
2006-04-12  1117.0700
2006-04-13  1093.9200
2006-04-14  1118.6100
2006-04-17  1124.4100
2006-04-18  1131.2800
2006-04-19  1138.2400
2006-04-20  1134.3800
2006-04-21  1149.1600
2006-04-24  1142.7000
2006-04-25  1141.9300
2006-04-26  1155.7300
2006-04-27  1155.2700
2006-04-28  1172.3500
2006-05-08  1218.4400
2006-05-09  1251.6100
2006-05-10  1265.9300
2006-05-11  1255.0400
2006-05-12  1296.2600
2006-05-15  1352.1500
2006-05-16  1331.1300
2006-05-17  1335.5200
2006-05-18  1331.2000
2006-05-19  1366.1000
2006-05-22  1373.6700
2006-05-23  1317.6500
2006-05-24  1308.2400
2006-05-25  1307.7000
2006-05-26  1331.0200
2006-05-29  1366.2900
2006-05-30  1378.7600
2006-05-31  1365.4500
2006-06-01  1402.8800
2006-06-02  1390.1200
2006-06-05  1403.1600
2006-06-06  1399.1400
2006-06-07  1320.2300
2006-06-08  1325.9800
2006-06-09  1294.1800
2006-06-12  1297.6700
2006-06-13  1298.2800
2006-06-14  1283.8800
2006-06-15  1285.3800
2006-06-16  1318.0100
2006-06-19  1334.8900
2006-06-20  1338.2200
2006-06-21  1333.5300
2006-06-22  1331.5500
2006-06-23  1339.4500
2006-06-26  1363.4100
2006-06-27  1363.9000
2006-06-28  1362.8800
2006-06-29  1395.1200
2006-06-30  1393.9600
2006-07-03  1420.3300
2006-07-04  1411.0100
2006-07-05  1393.0100
2006-07-06  1418.6700
2006-07-07  1410.4300
2006-07-10  1412.1200
2006-07-11  1418.5800
2006-07-12  1419.2000
2006-07-13  1346.0900
2006-07-14  1357.1300
2006-07-17  1372.2500
2006-07-18  1373.4200
2006-07-19  1336.6400
2006-07-20  1345.1900
2006-07-21  1356.0300
2006-07-24  1358.1200
2006-07-25  1374.1700
2006-07-26  1371.3000
2006-07-27  1355.5500
2006-07-28  1341.3900
2006-07-31  1294.3300
2006-08-01  1282.0600
2006-08-02  1275.0900
2006-08-03  1271.7400
2006-08-04  1241.9100
2006-08-07  1224.1000
2006-08-08  1252.3900
2006-08-09  1251.3000
2006-08-10  1271.4700
2006-08-11  1275.6500
2006-08-14  1245.7200
2006-08-15  1265.8600
2006-08-16  1283.5700
2006-08-17  1271.6300
2006-08-18  1267.8700
2006-08-21  1270.5600
2006-08-22  1285.2700
2006-08-23  1285.6800
2006-08-24  1292.4000
2006-08-25  1295.4400
2006-08-28  1325.8900
2006-08-29  1330.1500
2006-08-30  1334.6700
2006-08-31  1338.6900
2006-09-01  1318.1000
2006-09-04  1337.2400
2006-09-05  1340.6800
2006-09-06  1346.3700
2006-09-07  1328.3800
2006-09-08  1332.1500
2006-09-11  1338.7600
2006-09-12  1347.6400
2006-09-13  1338.3900
2006-09-14  1338.2800
2006-09-15  1362.3200
2006-09-18  1375.5600
2006-09-19  1378.3100
2006-09-20  1378.4600
2006-09-21  1387.3700
2006-09-22  1374.8500
2006-09-25  1372.4000
2006-09-26  1357.6500
2006-09-27  1371.1200
2006-09-28  1387.0000
2006-09-29  1403.2700
2006-10-09  1436.0700
2006-10-10  1437.2400
2006-10-11  1435.9100
2006-10-12  1426.5000
2006-10-13  1430.8800
2006-10-16  1418.5200
2006-10-17  1414.4500
2006-10-18  1437.5900
2006-10-19  1439.3800
2006-10-20  1440.1800
2006-10-23  1408.7100
2006-10-24  1440.0500
2006-10-25  1446.8300
2006-10-26  1456.1000
2006-10-27  1439.0500
2006-10-30  1446.2400
2006-10-31  1464.4700
2006-11-01  1479.4100
2006-11-02  1479.6600
2006-11-03  1488.2900
2006-11-06  1507.8900
2006-11-07  1516.1000
2006-11-08  1498.1700
2006-11-09  1524.7100
2006-11-10  1504.0600
2006-11-13  1475.7800
2006-11-14  1493.7800
2006-11-15  1534.7600
2006-11-16  1533.2900
2006-11-17  1562.0800
2006-11-20  1593.1600
2006-11-21  1612.2500
2006-11-22  1624.0300
2006-11-23  1634.9100
2006-11-24  1636.5800
2006-11-27  1651.8000
2006-11-28  1644.0100
2006-11-29  1667.1400
2006-11-30  1714.3600
2006-12-01  1729.2200
2006-12-04  1780.7400
2006-12-05  1794.2300
2006-12-06  1779.4100
2006-12-07  1775.7100
2006-12-08  1711.5800
2006-12-11  1789.9200
2006-12-12  1802.7900
2006-12-13  1803.8600
2006-12-14  1836.1400
2006-12-15  1867.6400
2006-12-18  1916.1100
2006-12-19  1921.4400
2006-12-20  1936.5500
2006-12-21  1908.9800
2006-12-22  1895.6400
2006-12-25  1939.1000
2006-12-26  1938.2400
2006-12-27  1982.8800
2006-12-28  1979.9300
2006-12-29  2041.0500
2007-01-04  2067.0900
2007-01-05  2072.8800
2007-01-08  2131.5600
2007-01-09  2200.0900
2007-01-10  2255.9700
2007-01-11  2231.6300
2007-01-12  2173.7500
2007-01-15  2287.3400
2007-01-16  2353.8700
2007-01-17  2308.9300
2007-01-18  2317.0900
2007-01-19  2396.0900
2007-01-22  2491.3100
2007-01-23  2508.1300
2007-01-24  2536.4300
2007-01-25  2452.8300
2007-01-26  2512.9200
2007-01-29  2576.9200
2007-01-30  2551.8800
2007-01-31  2385.3400
2007-02-01  2395.1700
2007-02-02  2298.0000
2007-02-05  2271.8000
2007-02-06  2316.0400
2007-02-07  2369.7900
2007-02-08  2410.6000
2007-02-09  2397.2400
2007-02-12  2485.3900
2007-02-13  2522.6300
2007-02-14  2588.3500
2007-02-15  2668.6300
2007-02-16  2676.7400
2007-02-26  2707.6800
2007-02-27  2457.4900
2007-02-28  2544.5700
2007-03-01  2473.5400
2007-03-02  2508.7300
2007-03-05  2475.6100
2007-03-06  2520.2900
2007-03-07  2589.4400
2007-03-08  2627.6300
2007-03-09  2611.3900
2007-03-12  2616.1700
2007-03-13  2640.1700
2007-03-14  2597.3600
2007-03-15  2645.5500
2007-03-16  2604.2300
2007-03-19  2659.4100
2007-03-20  2672.7700
2007-03-21  2702.6000
2007-03-22  2711.3200
2007-03-23  2716.2700
2007-03-26  2764.0300
2007-03-27  2784.0200
2007-03-28  2797.6500
2007-03-29  2783.3000
2007-03-30  2781.7800
2007-04-02  2850.1100
2007-04-03  2888.1100
2007-04-04  2911.8200
2007-04-05  2945.0500
2007-04-06  2972.0100
2007-04-09  3038.1700
2007-04-10  3081.5700
2007-04-11  3121.3200
2007-04-12  3176.4400
2007-04-13  3169.2300
2007-04-16  3256.0000
2007-04-17  3283.6000
2007-04-18  3304.5000
2007-04-19  3150.3000
2007-04-20  3289.2800
2007-04-23  3431.3200
2007-04-24  3445.2000
2007-04-25  3448.2800
2007-04-26  3493.5800
2007-04-27  3470.5200
2007-04-30  3558.7100
2007-05-08  3686.0300
2007-05-09  3701.2800
2007-05-10  3724.5100
2007-05-11  3702.6100
2007-05-14  3734.4200
2007-05-15  3604.6400
2007-05-16  3700.2900
2007-05-17  3778.6100
2007-05-18  3776.6300
2007-05-21  3831.4400
2007-05-22  3870.4900
2007-05-23  3938.9500
2007-05-24  3919.7500
2007-05-25  3985.2500
2007-05-28  4072.5800
2007-05-29  4168.2900
2007-05-30  3886.4600
2007-05-31  3927.9500
2007-06-01  3803.9500
2007-06-04  3511.4300
2007-06-05  3634.6300
2007-06-06  3677.5800
2007-06-07  3802.3000
2007-06-08  3837.8700
2007-06-11  3931.8600
2007-06-12  4036.1100
2007-06-13  4118.2700
2007-06-14  4075.8200
2007-06-15  4099.3800
2007-06-18  4227.5700
2007-06-19  4253.0000
2007-06-20  4157.6000
2007-06-21  4197.2800
2007-06-22  4051.4300
2007-06-25  3877.5900
2007-06-26  3928.2100
2007-06-27  4040.4800
2007-06-28  3858.5200
2007-06-29  3764.0800
2007-07-02  3757.6600
2007-07-03  3832.2300
2007-07-04  3743.5800
2007-07-05  3537.4300
2007-07-06  3710.2800
2007-07-09  3821.3000
2007-07-10  3775.6200
2007-07-11  3789.8700
2007-07-12  3816.9200
2007-07-13  3820.1200
2007-07-16  3697.9700
2007-07-17  3789.6500
2007-07-18  3807.5700
2007-07-19  3807.0000
2007-07-20  3971.8800
2007-07-23  4156.7200
2007-07-24  4161.3500
2007-07-25  4255.4600
2007-07-26  4303.1900
2007-07-27  4307.1400
2007-07-30  4410.3000
2007-07-31  4460.5600
2007-08-01  4290.4800
2007-08-02  4436.1900
2007-08-03  4598.3800
2007-08-06  4703.9800
2007-08-07  4724.5500
2007-08-08  4668.0900
2007-08-09  4777.2900
2007-08-10  4726.6800
2007-08-13  4721.1900
2007-08-14  4795.5700
2007-08-15  4798.7500
2007-08-16  4721.9400
2007-08-17  4626.5800
2007-08-20  4885.4300
2007-08-21  4972.7100
2007-08-22  5051.6900
2007-08-23  5135.9300
2007-08-24  5217.5800
2007-08-27  5243.1500
2007-08-28  5251.7700
2007-08-29  5171.8200
2007-08-30  5241.2300
2007-08-31  5296.8100
2007-09-03  5419.1700
2007-09-04  5360.3300
2007-09-05  5363.2500
2007-09-06  5412.0400
2007-09-07  5294.8000
2007-09-10  5377.2200
2007-09-11  5124.0900
2007-09-12  5202.8600
2007-09-13  5349.9700
2007-09-14  5397.2800
2007-09-17  5498.9100
2007-09-18  5476.8400
2007-09-19  5419.2700
2007-09-20  5494.9100
2007-09-21  5468.1000
2007-09-24  5513.9000
2007-09-25  5454.6100
2007-09-26  5361.0200
2007-09-27  5427.6600
2007-09-28  5580.8100
2007-10-08  5653.1400
2007-10-09  5675.9300
2007-10-10  5685.7600
2007-10-11  5760.0800
2007-10-12  5737.2200
2007-10-15  5821.4500
2007-10-16  5877.2000
2007-10-17  5824.1200
2007-10-18  5615.7500
2007-10-19  5614.0600
2007-10-22  5472.6800
2007-10-23  5540.0900
2007-10-24  5588.0100
2007-10-25  5333.7900
2007-10-26  5394.8100
2007-10-29  5508.3600
2007-10-30  5596.0700
2007-10-31  5688.5400
2007-11-01  5605.2300
2007-11-02  5472.9300
2007-11-05  5360.3100
2007-11-06  5317.5500
2007-11-07  5350.6300
2007-11-08  5093.6700
2007-11-09  5040.5200
2007-11-12  4978.2500
2007-11-13  4939.2400
2007-11-14  5145.8900
2007-11-15  5081.1100
2007-11-16  5007.6600
2007-11-19  4994.4200
2007-11-20  5069.3800
2007-11-21  4997.6200
2007-11-22  4772.6200
2007-11-23  4856.1600
2007-11-26  4800.0800
2007-11-27  4711.1500
2007-11-28  4648.7500
2007-11-29  4842.0700
2007-11-30  4737.4100
2007-12-03  4772.6700
2007-12-04  4829.2100
2007-12-05  4965.9500
2007-12-06  4971.0600
2007-12-07  5041.3500
2007-12-10  5133.5600
2007-12-11  5140.0000
2007-12-12  5077.3900
2007-12-13  4884.3000
2007-12-14  4977.6500
2007-12-17  4857.2900
2007-12-18  4829.9100
2007-12-19  4946.2800
2007-12-20  5037.1900
2007-12-21  5101.8500
2007-12-24  5207.1300
2007-12-25  5216.8100
2007-12-26  5265.0300
2007-12-27  5367.5300
2007-12-28  5338.2700
2008-01-02  5385.1000
2008-01-03  5422.0300
2008-01-04  5483.6500
2008-01-07  5556.5900
2008-01-08  5528.0500
2008-01-09  5613.7600
2008-01-10  5672.1500
2008-01-11  5699.1500
2008-01-14  5731.7600
2008-01-15  5696.4500
2008-01-16  5505.7200
2008-01-17  5365.6200
2008-01-18  5414.4700
2008-01-21  5145.7300
2008-01-22  4753.8700
2008-01-23  4975.1100
2008-01-24  5027.2100
2008-01-25  5077.4300
2008-01-28  4731.8800
2008-01-29  4762.0800
2008-01-30  4710.6500
2008-01-31  4620.4000
2008-02-01  4571.9400
2008-02-04  4950.1200
2008-02-05  4921.8300
2008-02-13  4816.0800
2008-02-14  4880.2500
2008-02-15  4813.3100
2008-02-18  4910.9900
2008-02-19  5020.7500
2008-02-20  4908.7200
2008-02-21  4876.0300
2008-02-22  4702.2400
2008-02-25  4519.7800
2008-02-26  4515.5300
2008-02-27  4639.7700
2008-02-28  4622.0600
2008-02-29  4674.5500
2008-03-03  4790.7400
2008-03-04  4671.1500
2008-03-05  4628.7200
2008-03-06  4685.0300
2008-03-07  4621.6900
2008-03-10  4431.5900
2008-03-11  4441.1800
2008-03-12  4309.6500
2008-03-13  4198.9600
2008-03-14  4157.8700
2008-03-17  3965.2800
2008-03-18  3763.9500
2008-03-19  3888.8600
2008-03-20  4001.8300
2008-03-21  4037.8300
2008-03-24  3857.0900
2008-03-25  3905.7700
2008-03-26  3914.3700
2008-03-27  3748.9200
2008-03-28  3918.1600
2008-03-31  3790.5300
2008-04-01  3582.8600
2008-04-02  3547.9800
2008-04-03  3650.7000
2008-04-07  3845.8200
2008-04-08  3891.0600
2008-04-09  3688.1300
2008-04-10  3754.7200
2008-04-11  3783.7300
2008-04-14  3536.3300
2008-04-15  3583.3000
2008-04-16  3494.0200
2008-04-17  3386.6300
2008-04-18  3272.5000
2008-04-21  3267.5500
2008-04-22  3296.2800
2008-04-23  3453.7300
2008-04-24  3774.5000
2008-04-25  3803.0700
2008-04-28  3729.1500
2008-04-29  3776.9400
2008-04-30  3959.1200
2008-05-05  4055.7800
2008-05-06  4010.8900
2008-05-07  3821.3200
2008-05-08  3925.0400
2008-05-09  3878.9200
2008-05-12  3904.9200
2008-05-13  3851.6900
2008-05-14  3975.7800
2008-05-15  3948.0900
2008-05-16  3936.1200
2008-05-19  3914.0700
2008-05-20  3710.8200
2008-05-21  3783.0500
2008-05-22  3711.4400
2008-05-23  3675.1500
2008-05-26  3559.2200
2008-05-27  3576.2000
2008-05-28  3676.2300
2008-05-29  3580.8700
2008-05-30  3611.3300
2008-06-02  3625.8300
2008-06-03  3614.1100
2008-06-04  3546.9200
2008-06-05  3512.1400
2008-06-06  3489.5000
2008-06-10  3206.5600
2008-06-11  3140.3000
2008-06-12  3084.6300
2008-06-13  2979.1200
2008-06-16  2952.2400
2008-06-17  2842.6800
2008-06-18  2991.2700
2008-06-19  2773.0800
2008-06-20  2849.6700
2008-06-23  2789.9400
2008-06-24  2851.9100
2008-06-25  2969.5400
2008-06-26  2980.9100
2008-06-27  2816.0200
2008-06-30  2791.8200
2008-07-01  2698.3500
2008-07-02  2699.6000
2008-07-03  2760.6100
2008-07-04  2741.8500
2008-07-07  2882.7600
2008-07-08  2901.8400
2008-07-09  3015.1300
2008-07-10  2973.7300
2008-07-11  2953.5000
2008-07-14  2975.8700
2008-07-15  2852.9800
2008-07-16  2745.6000
2008-07-17  2718.0700
2008-07-18  2815.4600
2008-07-21  2911.0500
2008-07-22  2904.7400
2008-07-23  2883.3200
2008-07-24  2977.3600
2008-07-25  2939.2000
2008-07-28  2960.8500
2008-07-29  2905.6300
2008-07-30  2884.3800
2008-07-31  2805.2100
2008-08-01  2840.7900
2008-08-04  2773.1500
2008-08-05  2703.0800
2008-08-06  2721.6900
2008-08-07  2720.4400
2008-08-08  2591.4600
2008-08-11  2456.8100
2008-08-12  2444.1600
2008-08-13  2444.6700
2008-08-14  2443.5100
2008-08-15  2447.6100
2008-08-18  2313.4000
2008-08-19  2348.4700
2008-08-20  2532.9400
2008-08-21  2443.9800
2008-08-22  2404.9300
2008-08-25  2400.5500
2008-08-26  2331.5300
2008-08-27  2325.2900
2008-08-28  2335.8600
2008-08-29  2391.6400
2008-09-01  2309.1700
2008-09-02  2285.4100
2008-09-03  2245.9600
2008-09-04  2251.1500
2008-09-05  2183.4300
2008-09-08  2126.5200
2008-09-09  2139.1400
2008-09-10  2143.1800
2008-09-11  2072.1300
2008-09-12  2077.8500
2008-09-16  2000.6500
2008-09-17  1929.1300
2008-09-18  1895.9900
2008-09-19  2073.1100
2008-09-22  2207.6100
2008-09-23  2123.4800
2008-09-24  2138.8500
2008-09-25  2223.5300
2008-09-26  2243.6600
2008-10-06  2128.7000
2008-10-07  2102.4500
2008-10-08  2022.8800
2008-10-09  1995.3000
2008-10-10  1906.9600
2008-10-13  1985.4900
2008-10-14  1934.6200
2008-10-15  1914.3600
2008-10-16  1820.9000
2008-10-17  1833.2600
2008-10-20  1896.7300
2008-10-21  1881.4100
2008-10-22  1833.3200
2008-10-23  1834.7800
2008-10-24  1781.6000
2008-10-27  1654.6700
2008-10-28  1705.8200
2008-10-29  1658.2200
2008-10-30  1697.6600
2008-10-31  1663.6600
2008-11-03  1653.5400
2008-11-04  1627.7600
2008-11-05  1691.4200
2008-11-06  1649.7800
2008-11-07  1677.8300
2008-11-10  1801.6600
2008-11-11  1781.3600
2008-11-12  1801.8200
2008-11-13  1874.0800
2008-11-14  1943.6500
2008-11-17  1987.2200
2008-11-18  1839.8200
2008-11-19  1953.1600
2008-11-20  1932.4300
2008-11-21  1920.7300
2008-11-24  1837.6400
2008-11-25  1834.2900
2008-11-26  1843.4900
2008-11-27  1870.4700
2008-11-28  1829.9200
2008-12-01  1864.2000
2008-12-02  1868.6300
2008-12-03  1952.6700
2008-12-04  1982.9300
2008-12-05  2013.1700
2008-12-08  2095.0400
2008-12-09  2040.8500
2008-12-10  2096.3900
2008-12-11  2046.3400
2008-12-12  1960.3800
2008-12-15  1975.0300
2008-12-16  1994.4500
2008-12-17  2001.4200
2008-12-18  2045.1000
2008-12-19  2052.1100
2008-12-22  2017.5500
2008-12-23  1918.9500
2008-12-24  1887.0800
2008-12-25  1870.7700
2008-12-26  1862.1000
2008-12-29  1854.7600
2008-12-30  1833.4300
2008-12-31  1817.7200
2009-01-05  1882.9600
2009-01-06  1942.8000
2009-01-07  1931.1800
2009-01-08  1887.9900
2009-01-09  1918.3700
2009-01-12  1920.6900
2009-01-13  1876.1800
2009-01-14  1955.2400
2009-01-15  1954.8700
2009-01-16  1990.2100
2009-01-19  2012.4600
2009-01-20  2025.1900
2009-01-21  2021.7100
2009-01-22  2044.5500
2009-01-23  2032.6800
2009-02-02  2057.0600
2009-02-03  2108.9100
2009-02-04  2166.4100
2009-02-05  2150.9700
2009-02-06  2237.2800
2009-02-09  2296.6700
2009-02-10  2326.7600
2009-02-11  2331.1400
2009-02-12  2318.3400
2009-02-13  2399.0700
2009-02-16  2462.2400
2009-02-17  2385.2900
2009-02-18  2275.8400
2009-02-19  2298.4100
2009-02-20  2344.3200
2009-02-23  2410.4800
2009-02-24  2301.8500
2009-02-25  2304.2500
2009-02-26  2190.1800
2009-02-27  2140.4900
2009-03-02  2164.6700
2009-03-03  2142.1500
2009-03-04  2285.1500
2009-03-05  2304.9200
2009-03-06  2286.5800
2009-03-09  2202.5300
2009-03-10  2240.7800
2009-03-11  2220.3800
2009-03-12  2215.7000
2009-03-13  2205.4200
2009-03-16  2241.6100
2009-03-17  2322.4000
2009-03-18  2332.6500
2009-03-19  2382.5600
2009-03-20  2379.8400
2009-03-23  2439.3900
2009-03-24  2451.7800
2009-03-25  2401.3300
2009-03-26  2479.7900
2009-03-27  2498.9300
2009-03-30  2484.4900
2009-03-31  2507.7900
2009-04-01  2548.2200
2009-04-02  2576.4000
2009-04-03  2570.5000
2009-04-07  2576.9500
2009-04-08  2479.3500
2009-04-09  2517.6700
2009-04-10  2595.5300
2009-04-13  2656.5200
2009-04-14  2676.8700
2009-04-15  2686.9900
2009-04-16  2687.1100
2009-04-17  2650.6900
2009-04-20  2707.6700
2009-04-21  2675.4400
2009-04-22  2576.2800
2009-04-23  2593.5600
2009-04-24  2572.8900
2009-04-27  2513.2900
2009-04-28  2518.5300
2009-04-29  2605.3700
2009-04-30  2622.9300
2009-05-04  2714.3000
2009-05-05  2727.0100
2009-05-06  2764.9800
2009-05-07  2767.0800
2009-05-08  2789.2200
2009-05-11  2725.3200
2009-05-12  2788.5600
2009-05-13  2814.0100
2009-05-14  2792.6000
2009-05-15  2796.1200
2009-05-18  2810.5700
2009-05-19  2840.0800
2009-05-20  2812.8600
2009-05-21  2750.0100
2009-05-22  2740.6800
2009-05-25  2752.7200
2009-05-26  2719.7600
2009-05-27  2759.7100
2009-06-01  2858.3400
2009-06-02  2865.1000
2009-06-03  2939.3900
2009-06-04  2953.7500
2009-06-05  2939.3100
2009-06-08  2948.4800
2009-06-09  2960.5600
2009-06-10  2989.5900
2009-06-11  2961.6300
2009-06-12  2906.2900
2009-06-15  2966.1900
2009-06-16  2961.2200
2009-06-17  3010.5900
2009-06-18  3057.4300
2009-06-19  3080.0000
2009-06-22  3082.5600
2009-06-23  3083.8900
2009-06-24  3120.7300
2009-06-25  3117.9200
2009-06-26  3128.4200
2009-06-29  3179.9700
2009-06-30  3166.4700
2009-07-01  3237.9000
2009-07-02  3282.3600
2009-07-03  3327.1400
2009-07-06  3374.7500
2009-07-07  3340.4900
2009-07-08  3352.2700
2009-07-09  3396.3000
2009-07-10  3398.3100
2009-07-13  3361.0100
2009-07-14  3454.7500
2009-07-15  3493.3000
2009-07-16  3501.2400
2009-07-17  3519.8100
2009-07-20  3591.1200
2009-07-21  3539.8300
2009-07-22  3606.9200
2009-07-23  3651.9700
2009-07-24  3667.5600
2009-07-27  3743.6300
2009-07-28  3755.8200
2009-07-29  3558.5100
2009-07-30  3634.8200
2009-07-31  3734.6200
2009-08-03  3787.0300
2009-08-04  3786.6100
2009-08-05  3740.9400
2009-08-06  3663.1200
2009-08-07  3555.0900
2009-08-10  3544.5400
2009-08-11  3556.3800
2009-08-12  3397.4000
2009-08-13  3440.8200
2009-08-14  3344.4600
2009-08-17  3140.2700
2009-08-18  3171.9900
2009-08-19  3014.5700
2009-08-20  3144.3900
2009-08-21  3203.6200
2009-08-24  3229.6000
2009-08-25  3109.8300
2009-08-26  3172.3900
2009-08-27  3156.3000
2009-08-28  3046.7800
2009-08-31  2830.2700
2009-09-01  2843.7000
2009-09-02  2890.9300
2009-09-03  3051.9600
2009-09-04  3077.1400
2009-09-07  3104.2100
2009-09-08  3170.9700
2009-09-09  3194.9100
2009-09-10  3162.9100
2009-09-11  3238.1300
2009-09-14  3293.3900
2009-09-15  3302.6400
2009-09-16  3258.2400
2009-09-17  3320.1000
2009-09-18  3199.6900
2009-09-21  3208.6000
2009-09-22  3131.0300
2009-09-23  3060.0700
2009-09-24  3080.9300
2009-09-25  3058.5300
2009-09-28  2972.6400
2009-09-29  2972.2900
2009-09-30  3004.8000
2009-10-09  3163.7100
2009-10-12  3151.6300
2009-10-13  3198.5200
2009-10-14  3227.4000
2009-10-15  3239.6400
2009-10-16  3241.7100
2009-10-19  3329.1600
2009-10-20  3377.5700
2009-10-21  3369.2800
2009-10-22  3347.3200
2009-10-23  3413.2500
2009-10-26  3414.2400
